"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-06","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","7.3","","","","1"
"2019-07","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","6.9","","","","1"
"2019-08","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","7.0","","","","1"
"2019-09","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","7.2","","","","1"
"2019-10","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","6.8","","","","1"
"2019-11","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","6.1","","","","1"
"2019-12","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","5.4","","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","5.5","","","","1"
"2020-02","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","5.2","","","","1"
"2020-03","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","5.3","","","","1"
"2020-04","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","5.3","","","","1"
"2020-05","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","6.3","","","","1"
"2020-06","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","7.3","","","","1"
"2020-07","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","8.2","","","","1"
"2020-08","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","8.9","","","","1"
"2020-09","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.3","","","","1"
"2020-10","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.5","","","","1"
"2020-11","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.2","","","","1"
"2020-12","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","8.4","","","","1"
"2021-01","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","7.5","","","","1"
"2021-02","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","6.9","","","","1"
"2021-03","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","6.6","","","","1"
"2021-04","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","6.5","","","","1"
"2021-05","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","6.6","","","","1"
"2021-06","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","7.5","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","8.5","","","","1"
"2021-08","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","8.9","","","","1"
"2021-09","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.0","","","","1"
"2021-10","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.2","","","","1"
"2021-11","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.8","","","","1"
"2021-12","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.5","","","","1"
"2022-01","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.5","","","","1"
"2022-02","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.5","","","","1"
"2022-03","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","10.2","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.8","","","","1"
"2022-05","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","9.0","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","8.2","","","","1"
"2022-07","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","7.5","","","","1"
"2022-08","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","7.2","","","","1"
"2022-09","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","6.8","","","","1"
"2022-10","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","6.9","","","","1"
"2022-11","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","7.0","","","","1"
"2022-12","Newfoundland and Labrador","2016A000210","Immigrants, landed more than 10 years earlier","Population","15 years and over","Persons","249","thousands","3","v53035816","3.5.1.1","7.3","","","","1"
"2015-01","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","433.3","","","","1"
"2015-02","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","433.1","","","","1"
"2015-03","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","433.4","","","","1"
"2015-04","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","434.0","","","","1"
"2015-05","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","434.6","","","","1"
"2015-06","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","434.4","","","","1"
"2015-07","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","434.7","","","","1"
"2015-08","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","435.0","","","","1"
"2015-09","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","435.1","","","","1"
"2015-10","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","435.1","","","","1"
"2015-11","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","435.2","","","","1"
"2015-12","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","435.6","","","","1"
"2016-01","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","435.7","","","","1"
"2016-02","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","435.9","","","","1"
"2016-03","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","435.7","","","","1"
"2016-04","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","435.1","","","","1"
"2016-05","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","434.6","","","","1"
"2016-06","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","433.8","","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Born in Canada","Population","15 years and over","Persons","249","thousands","3","v53035836","3.6.1.1","434.2","","","","1"
